Unnamed: 0,Issuer.Ticker,Issuer.Name,Sales...1.Yr.Growth,Profit.Margin,Return.on.Assets,Offer.Size..M.,Shares.Outstanding..M.,Offer.Price,Offer.To.1st.Close,Market.Cap.at.Offer..M.,Trade.Date..US.,cusip,Cash.Flow.per.Share,Instit.Owner....Shares.Out.,Instit.Owner..Shares.Held.,Month.Date,Month.of.Quarter,Real.GDP.Per.Capita,OECD.Leading.Indicator,Interest.Rate,Seasonally.Adjusted.Unemployment.Rate,CPI.Growth.Rate,Filing.Term.Price.Range,Priced.Range,Industry.Sector,Industry.Group,Industry.Subgroup,Underpriced,price_1yr,X1_year_return,X1_year_up,actual_date_1yr,days_from_ipo,status,1_Year_excess_return,1_day_excess_return
730,SLRC,SLR Investment Corp,14.4,42.7,0.2,105.097,32.9309,18.5,-2.702702761,609.22,2/9/10,83413U100,-3.2,43.833,24008500.0,2/1/10,1/1/10,50036,99.50065669,0.75,9.926923507,0.024920738,19 - 21,Priced Below Range,3,24,37,0,6.39,-65.44,0,2011-02-09,365,success,-87.8917029583436,-4.00671605948413
731,SMCI,Super Micro Computer Inc,46.0,5.4,15.5,73.6,28.6232,8.0,9.5,228.99,3/29/07,86800U104,-8.5,76.6171,40548000.0,3/1/07,1/1/07,51492,101.7155915,6.25,4.449643744,0.910569585,9.50 - 11.50,Priced Below Range,1,1,21,1,0.83,-89.63,0,2008-03-28,365,success,-82.827330318009,9.12602759786383
732,SNAP,Snap Inc,64.2,-11.8,-14.5,3910.0,677.184,17.0,44.0,19673.6,3/2/17,83304A106,0.1,66.2729,900540000.0,3/1/17,1/1/17,54866,99.85631202,1.5,4.473768194,0.081279787,14 - 16,Priced Above Range,4,8,167,1,18.01,5.94,1,2018-03-02,365,success,-7.99456400168602,44.585988047736
733,SND,Smart Sand Inc,3.5,-40.0,-6.7,148.005,35.1162,11.0,-0.090909094,386.278,11/4/16,83191H107,0.7,31.6211,14317000.0,11/1/16,10/1/16,54714,99.55138763,1.0,4.782101766,-0.155546087,15 - 18,Priced Below Range,2,29,161,0,6.56,-40.32,0,2017-11-06,367,success,-64.0431405505393,0.075703956789477
734,SNDR,Schneider National Inc,23.1,7.2,11.7,612.75,93.8119,19.0,0.0,3297.23,4/6/17,80689H102,3.1,57.3916,54512100.0,4/1/17,4/1/17,55057,99.87725138,1.5,4.433586626,0.296553337,18 - 20,Priced Within Range,8,54,212,0,20.72,9.03,1,2018-04-06,365,success,-3.92233911046214,-0.192950937952174
735,SNDX,Syndax Pharmaceuticals Inc,9109.5,17.8,-4.6,57.714,17.7822,12.0,0.083333336,208.472,3/3/16,87164F105,0.5,108.435,65303200.0,3/1/16,1/1/16,54267,99.15532342,1.0,5.085179368,0.430600014,14 - 16,Priced Below Range,0,21,29,1,12.21,1.75,1,2017-03-03,365,success,-18.4446389160874,-0.26654071929654
736,SNMX,Senomyx Inc,27.2,-4.3,-11.7,38.7,24.6778,6.0,12.5,148.07,6/22/04,81724Q107,0.0431208,0.470319,230363.0,6/1/04,4/1/04,48905,100.8993806,2.25,5.646463306,0.317292438,7-Jun,Priced Within Range,0,10,11,1,15.59,159.83,1,2005-06-22,365,success,152.553096188693,12.1363810650423
737,SNOW,Snowflake Inc,105.9,-55.7,-10.3,3864.0,40.4087,120.0,111.6083298,4849.04,9/16/20,833445109,0.3,76.12,243584000.0,9/1/20,7/1/20,56484,98.66695103,0.25,8.083785823,0.139274694,100 - 110,Priced Above Range,1,5,82,1,323.52,169.6,1,2021-09-16,365,success,138.361986651155,112.070224461482
738,SNX,TD SYNNEX Corp,58.2,1.2,2.7,82.012,25.6678,14.5,-2.068965435,372.18,11/25/03,87162W100,13.0,95.2902,91050200.0,11/1/03,10/1/03,48450,100.3145817,2.0,5.962766689,-0.27027027,14 - 16,Priced Within Range,8,31,248,0,9.53,-34.28,0,2004-11-24,365,success,-45.9557844033659,-2.24101119917194
739,SOHO,Sotherly Hotels Inc,78.4,-20.5,1.7,60.0,6.004,10.0,0.0,60.04,12/17/04,83600C103,0.1,23.0644,4371060.0,12/1/04,10/1/04,49623,100.4972747,3.25,5.46561248,-0.366492147,11-Sep,Priced Within Range,3,3,63,0,4.28,-57.19,0,2005-12-19,367,success,-63.7667913433786,0.748831067897049
740,SONM,Sonim Technologies Inc,-14.7,-70.7,-87.2,45.1781,20.0153,11.0,-0.090909094,220.168,5/10/19,83548F200,-4.0,2.97882,1216470.0,5/1/19,4/1/19,57418,99.50838434,3.0,3.645931768,0.212875859,13 - 15,Priced Below Range,4,23,34,0,98.4,794.55,1,2020-05-11,367,success,794.557286770568,-0.462938797624488
741,SONO,Sonos Inc,29.4,9.2,10.5,239.583,99.2179,15.0,32.73333359,1488.27,8/2/18,83570H108,2.0,90.6622,115370000.0,8/1/18,7/1/18,56831,100.5227439,2.5,3.835982303,0.055554233,17 - 19,Priced Below Range,5,44,146,1,10.47,-30.2,0,2019-08-02,365,success,-34.6687038608925,32.2406890840402
742,SPFI,South Plains Financial Inc,-3.0,26.7,1.5,68.0225,17.9785,17.5,1.200000048,314.624,5/9/19,83946P107,1.0,27.2082,4625350.0,5/1/19,4/1/19,57418,99.50838434,3.0,3.645931768,0.212875859,17.50 - 19.50,Priced Within Range,3,9,70,1,11.84,-32.32,0,2020-05-08,365,success,-31.5431896797572,1.50214253626746
743,SPR,Spirit AeroSystems Holdings In,16.1,-13.6,-5.8,1646.99,63.3458,26.0,11.53846169,1646.99,11/21/06,848574109,-0.6,92.3206,97170800.0,11/1/06,10/1/06,51455,101.2916395,6.25,4.568466443,-0.148662042,23 - 25,Priced Above Range,8,45,98,1,31.91,22.73,1,2007-11-21,365,success,20.1002860367071,11.3735163847519
744,SPRO,Spero Therapeutics Inc,95.6,-491.6,-123.6,83.601,14.3692,14.0,-17.8571434,201.169,11/2/17,84833T103,-2.0,40.4729,20955300.0,11/1/17,10/1/17,55877,100.3158857,1.75,4.25663681,0.002432469,14 - 16,Priced Within Range,0,13,15,0,8.58,-38.71,0,2018-11-02,365,success,-43.8223083508707,-17.8761400107745
745,SPSC,SPS Commerce Inc,23.2,11.5,8.4,56.5343,11.5354,12.0,13.33333302,138.42,4/22/10,78463M107,3.1,107.734,38829100.0,4/1/10,4/1/10,50424,99.72769411,0.75,10.14140777,0.173688491,13-Nov,Priced Within Range,1,5,81,1,7.51,-37.38,0,2011-04-25,368,success,-45.3614976369184,13.1069450460072
746,SPT,Sprout Social Inc,41.3,-15.2,-18.2,160.703,0.0,17.0,-2.352941275,0.0,12/13/19,85209W109,0.2,107.227,50677300.0,12/1/19,10/1/19,58017,99.28850897,2.25,3.589843424,-0.090976953,16 - 18,Priced Within Range,1,5,5,0,51.99,205.82,1,2020-12-14,367,success,190.063245352209,-2.36019947018157
747,SPWH,Sportsman's Warehouse Holdings,3.7,7.2,12.0,132.05,41.6252,9.5,2.631578922,395.44,4/17/14,84920Y106,-0.4,123.968,48184100.0,4/1/14,4/1/14,52840,100.7244786,0.75,6.336592395,0.329675445,13-Nov,Priced Below Range,5,17,92,1,9.25,-2.63,0,2015-04-17,365,success,-15.5071760243731,2.49519363063967
748,SRRK,Scholar Rock Holding Corp,22.1,-700.4,-33.1,86.296,25.2445,14.0,10.71428585,353.423,5/24/18,80706P103,-3.4,104.298,53883700.0,5/1/18,4/1/18,56512,100.6574226,2.25,3.818462099,0.415891693,13 - 15,Priced Within Range,0,21,29,1,19.43,38.79,1,2019-05-24,365,success,35.3263529176454,10.916607188793
749,SSBI,Summit State Bank,14.6,34.5,1.6,21.4905,0.0,15.0,0.0,0.0,7/14/06,866264203,7.7,16.1662,1081180.0,7/1/06,7/1/06,51155,101.0396636,6.25,4.811447274,0.295712173,14 - 16,Priced Within Range,3,9,70,0,4.06,-72.92,0,2007-07-16,367,success,-98.5064796584189,0.489428941789738
750,SSNC,SS&C Technologies Holdings Inc,8.2,15.8,4.1,185.007,69.1912,15.0,0.533333361,1037.87,3/31/10,78467J100,5.5,103.179,259918000.0,3/1/10,1/1/10,50036,99.66080144,0.75,10.04712856,0.410628354,13 - 15,Priced Within Range,1,5,81,1,9.16,-38.93,0,2011-03-31,365,success,-50.9666230129399,0.860620851052797
751,SSSS,SuRo Capital Corp,-19.3,9999.1,-17.0,50.25,3.35,15.0,-2.666666746,50.25,4/28/11,86887Q109,7.1,14.6727,4157320.0,4/1/11,4/1/11,50897,100.1934599,0.75,9.277005673,0.643942954,15 - 15,Priced Within Range,3,41,201,0,5.88,-60.83,0,2012-04-27,365,success,-63.0505369754871,-3.02220912971831
752,SSTI,ShotSpotter Inc,27.1,-7.6,-1.0,35.42,9.5329,11.0,30.72727203,104.862,6/7/17,82536T107,0.8,57.4451,7005980.0,6/1/17,4/1/17,55057,99.9382068,1.75,4.359433085,0.090711101,12-Oct,Priced Within Range,0,7,58,1,36.37,230.64,1,2018-06-07,365,success,217.666633490818,30.5704462847256
753,SSTK,Shutterstock Inc,16.0,11.8,10.2,87.975,33.5133,17.0,27.41176414,569.73,10/11/12,825690100,5.9,79.5257,28482200.0,10/1/12,10/1/12,51634,99.71850812,0.75,8.014015423,-0.038892514,13 - 15,Priced Above Range,4,8,9,1,57.86,240.36,1,2013-10-11,365,success,221.49118063319,27.3922252035176
754,STAG,STAG Industrial Inc,16.2,34.2,4.1,205.562,21.6339,13.0,-5.769230843,281.24,4/15/11,85254J102,2.0,90.1244,161518000.0,4/1/11,4/1/11,50897,100.1934599,0.75,9.277005673,0.643942954,15 - 17,Priced Below Range,3,3,13,0,6.79,-47.79,0,2012-04-16,367,success,-51.622743841713,-6.16177214488142
755,STEL,Stellar Bancorp Inc,-3.3,24.9,0.8,71.76,24.8231,26.0,10.42307663,645.401,11/8/17,858927106,1.4,38.0393,19893700.0,11/1/17,10/1/17,55877,100.3158857,1.75,4.25663681,0.002432469,24 - 26,Priced Within Range,3,9,121,1,30.13,15.89,1,2018-11-08,365,success,9.6815773609165,10.2787111390607
756,STIM,Neuronetics Inc,12.3,-56.3,-27.8,107.525,17.5706,17.0,63.41176605,284.675,6/28/18,64131A105,-1.1,81.8422,22278700.0,6/1/18,4/1/18,56512,100.6340823,2.5,4.03458096,0.15938757,14 - 16,Priced Above Range,0,0,0,1,12.51,-26.41,0,2019-06-28,365,success,-34.0898987769754,62.7938970559932
757,STRO,Sutro Biopharma Inc,44.8,-170.5,-31.7,85.005,22.8236,15.0,1.333333373,342.354,9/27/18,869367102,-1.7,85.6075,49203300.0,9/1/18,7/1/18,56831,100.4151294,2.75,3.746935562,0.116202518,14 - 16,Priced Within Range,0,21,29,1,9.33,-37.8,0,2019-09-27,365,success,-39.9832572752231,1.05700467448847
758,STTK,Shattuck Labs Inc,202.1,-149.8,-21.3,232.302,41.7443,17.0,13.82352924,709.653,10/9/20,82024L103,-1.3,52.9738,22455900.0,10/1/20,10/1/20,57005,98.98453016,0.25,7.145794405,0.041493776,14 - 16,Priced Above Range,0,21,29,1,20.31,19.47,1,2021-10-11,367,success,-7.0638727054776,12.9441759120405
759,STWD,Starwood Property Trust Inc,12.7,30.0,0.9,931.5,48.4575,20.0,0.0,969.15,8/12/09,85571B105,-3.4,47.5806,147302000.0,8/1/09,7/1/09,49473,97.28828582,0.5,9.719974615,0.224285004,20 - 20,Priced Within Range,3,3,6,0,3.89,-80.53,0,2010-08-12,365,success,-91.9884326293404,-1.15251397206348
760,STXS,Stereotaxis Inc,31.5,-30.6,-30.1,47.6988,26.634,8.0,-2.25,213.07,8/12/04,85916J409,-0.0389886,48.3627,36197000.0,8/1/04,7/1/04,49243,100.6961111,2.5,5.45422641,0.05279831,10-Aug,Priced Within Range,0,22,78,0,82.85,935.58,1,2005-08-12,365,success,919.764980844878,-1.08248045207083
761,SUN,Sunoco LP,64.3,2.9,8.5,223.962,10.9394,20.5,11.75609779,224.26,9/20/12,86765K109,6.5,30.6568,25679100.0,9/1/12,7/1/12,51684,99.65527109,0.75,7.942766623,0.446221227,19 - 21,Priced Within Range,2,28,68,1,10.74,-47.59,0,2013-09-20,365,success,-64.6862720536324,11.8101711600766
762,SUPN,Supernus Pharmaceuticals Inc,11.4,9.2,3.5,52.2463,24.3613,5.0,7.400000095,121.81,5/1/12,868459108,2.3,108.888,58862900.0,5/1/12,4/1/12,51702,99.83138197,0.75,8.313429668,-0.117347937,5-May,Priced Within Range,0,13,15,1,4.99,-0.2,0,2013-05-01,365,success,-12.7819814623686,6.83416167853435
763,SXC,SunCoke Energy Inc,9.2,2.9,6.2,213.44,70.0,16.0,6.25,1120.0,7/21/11,86722A103,2.8,91.384,76216400.0,7/1/11,7/1/11,50769,99.50703914,0.75,9.061306168,0.088604567,15 - 17,Priced Within Range,2,35,62,1,11.19,-30.04,0,2012-07-20,365,success,-32.1965693513381,4.89538078044331
764,SYF,Synchrony Financial,-4.3,26.8,3.3,2955.36,833.765,23.0,0.0,19176.6,7/31/14,87165B103,12.5,120.334,542154000.0,7/1/14,7/1/14,53340,100.8354317,0.75,6.275748001,-0.039019396,23 - 26,Priced Within Range,3,26,152,0,27.53,19.7,1,2015-07-31,365,success,10.485581174118,1.99992401691103
765,SYNA,Synaptics Inc,29.8,14.8,12.2,63.25,22.7821,11.0,19.18181801,250.6,1/28/02,87157D109,11.8,103.689,41341700.0,1/1/02,1/1/02,46683,98.96474354,1.25,5.793320266,0.226372383,11-Sep,Priced Within Range,1,4,4,1,4.8,-56.36,0,2003-01-28,365,success,-32.3842158001971,19.2012280405636
766,TCBI,Texas Capital Bancshares Inc,-18.3,28.0,0.5,75.9,24.4264,11.0,9.0,268.69,8/13/03,88224Q107,13.0,112.82,56296200.0,8/1/03,7/1/03,48012,99.24404837,2.0,6.125750534,0.380641653,12-Oct,Priced Within Range,3,9,44,1,15.65,42.27,1,2004-08-12,365,success,32.9450803361891,9.6381528202867
767,TCMD,Tactile Systems Technology Inc,11.1,-5.6,-12.0,41.2,16.769,10.0,10.80000019,167.69,7/28/16,87357P100,0.1,103.871,20934900.0,7/1/16,7/1/16,54549,99.20439166,1.0,4.892736309,-0.16181364,10-Oct,Priced Within Range,0,22,61,1,30.03,200.3,1,2017-07-28,365,success,186.117442345728,10.639379263253
768,TCPC,BlackRock TCP Capital Corp,-4.0,81.0,3.9,84.8125,21.4756,14.75,-1.355932236,316.77,4/4/12,9.26E+111,-1.4,32.9403,19028700.0,4/1/12,4/1/12,51702,99.90659148,0.75,8.305796918,0.30210295,14.75 - 14.75,Priced Within Range,3,24,37,0,3.92,-73.43,0,2013-04-04,365,success,-84.4610568066358,-0.335679795114506
769,TDG,TransDigm Group Inc,-5.9,14.1,4.2,264.551,45.8448,21.0,14.76190472,962.74,3/15/06,893641100,16.2,117.854,64082600.0,3/1/06,1/1/06,51200,101.1999495,5.75,4.755322261,0.55359839,20 - 22,Priced Within Range,8,45,98,1,11.81,-43.79,0,2007-03-15,365,success,-50.2480760624077,14.334920097085
770,TDOC,Teladoc Health Inc,85.8,-21.0,-76.5,180.262,38.2838,19.0,50.0,703.88,7/1/15,87918A105,1.2,101.005,163554000.0,7/1/15,7/1/15,54081,99.98278579,0.75,5.338603251,0.006704716,15 - 17,Priced Above Range,0,0,35,1,16.02,-15.68,0,2016-06-30,365,success,-13.6905150835268,49.3063959625108
771,TELA,Tela Bio Inc,61.7,-112.9,-64.7,52.0,11.0068,13.0,2.692307711,143.088,11/8/19,872381108,-2.1,102.634,19663700.0,11/1/19,10/1/19,58017,99.29162222,2.25,3.618104556,-0.053624303,14 - 16,Priced Below Range,0,21,29,1,16.82,29.38,1,2020-11-09,367,success,15.8863347060231,2.43624011772745
772,TENB,Tenable Holdings Inc,22.9,-8.6,-6.5,288.305,92.7145,23.0,31.52173996,2132.43,7/26/18,88025T102,0.9,97.0136,109154000.0,7/1/18,7/1/18,56831,100.5899154,2.5,3.862981324,0.006746326,20 - 22,Priced Above Range,1,1,127,1,31.08,35.13,1,2019-07-26,365,success,29.271550677495,31.8249695641139
773,TEP,Tallgrass Energy Partners LP,9.4,28.6,4.1,313.9,25.85,21.5,0.0,555.77,5/14/13,874697105,3.8,0.788521,577233.0,5/1/13,4/1/13,51982,100.4875479,0.75,7.705884828,0.178040777,21 - 23,Priced Within Range,2,2,2,0,28.2,31.14,1,2014-05-14,365,success,16.2151928042443,-1.01421533001322
774,THR,Thermon Group Holdings Inc,28.7,5.6,5.8,127.8,29.51,12.0,2.333333254,354.12,5/5/11,88362T103,0.8,102.154,34214700.0,5/1/11,4/1/11,50897,100.0117096,0.75,9.203184599,0.470418753,14-Dec,Priced Within Range,8,36,164,1,21.88,82.33,1,2012-05-04,365,success,77.2959138485371,3.2403167835083
775,TITN,Titan Machinery Inc,21.3,3.8,9.0,58.65,12.2289,8.5,11.52941132,103.95,12/6/07,88830R101,7.1,87.8039,19815500.0,12/1/07,10/1/07,52066,101.4058565,4.75,5.050630757,-0.067086313,7.50 - 9.50,Priced Within Range,5,58,197,1,10.59,24.59,1,2008-12-05,365,success,66.823337545566,10.0257207152478
776,TLS,Telos Corp,34.7,-17.7,-15.8,292.641,62.0853,17.0,19.35294151,1055.45,11/19/20,87969B101,0.1,67.4849,45357000.0,11/1/20,10/1/20,57005,99.33764341,0.25,6.992358599,-0.061062722,16 - 18,Priced Within Range,1,1,21,1,18.83,10.76,1,2021-11-19,365,success,-20.1400541294613,18.9582972667545
777,TLYS,Tilly's Inc,45.9,8.2,7.1,142.6,8.0,15.5,8.451612473,124.0,5/4/12,886885102,2.0,84.1695,19194500.0,5/1/12,4/1/12,51702,99.83138197,0.75,8.313429668,-0.117347937,11.50 - 13.50,Priced Above Range,5,17,23,1,10.05,-35.18,0,2013-05-06,367,success,-53.3233078923668,10.0663333186599
778,TMDX,TransMedics Group Inc,18.0,-146.1,-20.7,104.696,20.0996,16.0,39.75,321.594,5/2/19,89377M109,-1.0,105.981,33833600.0,5/1/19,4/1/19,57418,99.50838434,3.0,3.645931768,0.212875859,15 - 17,Priced Within Range,0,21,29,1,16.59,3.69,1,2020-05-01,365,success,2.93627800840249,39.9623985471463
779,TMHC,Taylor Morrison Home Corp,22.3,8.8,12.3,722.854,28.572,22.0,4.727272511,628.58,4/10/13,87724P106,2.9,103.387,112017000.0,4/1/13,4/1/13,51982,100.384401,0.75,7.675765434,-0.103963948,20 - 22,Priced Within Range,5,51,131,1,23.41,6.41,1,2014-04-10,365,success,-9.79615987864635,3.5083592576842
780,TMUS,T-Mobile US Inc,17.1,3.7,0.7,1322.5,346.248,23.0,19.13043404,7963.7,4/18/07,872590104,14.4,44.3545,551838000.0,4/1/07,4/1/07,51705,101.8191092,6.25,4.572674984,0.649616269,19 - 21,Priced Above Range,4,23,254,1,30.57,32.91,1,2008-04-17,365,success,42.2865667911715,19.0611147142964
781,TNDM,Tandem Diabetes Care Inc,40.8,2.2,-7.1,138.0,22.578,15.0,28.39999962,338.67,11/14/13,875372203,1.7,112.349,72238900.0,11/1/13,10/1/13,52544,100.6507643,0.75,7.112790148,-0.204242419,13 - 15,Priced Within Range,0,22,241,1,149.7,898.0,1,2014-11-14,365,success,884.170711502638,27.9162737501908
782,TNET,TriNet Group Inc,12.5,7.4,12.2,276.0,68.3252,16.0,19.375,1093.2,3/27/14,896288107,3.3,99.3042,61797100.0,3/1/14,1/1/14,52266,100.6756095,0.75,6.763461499,0.644004413,15 - 17,Priced Within Range,0,7,73,1,34.51,115.71,1,2015-03-27,365,success,104.244049802693,19.5650084147285
783,TPB,Turning Point Brands Inc,9.9,11.6,6.4,54.0,15.956,10.0,1.200000048,159.56,5/11/16,90041L105,3.6,99.2885,17439000.0,5/1/16,4/1/16,54334,99.17131936,1.0,4.882282302,0.4045791,13 - 15,Priced Below Range,0,49,189,1,15.19,51.9,1,2017-05-11,365,success,35.7960325082323,2.15615187290236
784,TPH,Tri Pointe Homes Inc,22.1,11.7,11.8,267.621,31.5979,17.0,12.05882359,537.16,1/31/13,87265H109,3.7,121.896,123010000.0,1/1/13,1/1/13,51998,100.0401909,0.75,8.002806341,0.295730419,14 - 16,Priced Above Range,5,51,131,1,17.64,3.76,1,2014-01-31,365,success,-14.6692187332294,12.3151537252878
785,TPIC,TPI Composites Inc,3.7,-9.2,-11.5,79.0625,33.7369,11.0,23.27272797,371.106,7/22/16,87266J104,-0.6,105.916,44433000.0,7/1/16,7/1/16,54549,99.20439166,1.0,4.892736309,-0.16181364,12-Nov,Priced Within Range,2,15,19,1,18.37,67.0,1,2017-07-24,367,success,53.2797332440876,22.8173315182106
786,TPR,Tapestry Inc,16.3,12.8,10.9,118.08,42.4063,16.0,26.953125,678.5,10/5/00,876030107,3.2,102.988,248161000.0,10/1/00,10/1/00,46777,99.82727924,6.0,3.921346643,0.172711572,14 - 16,Priced Within Range,5,25,38,1,2.03,-87.34,0,2001-10-05,365,success,-60.9154851883414,26.8164690882234
787,TPVG,TriplePoint Venture Growth BDC,-4.1,87.6,0.6,143.749,9.842,15.0,4.333333492,147.63,3/6/14,89677Y100,-4.6,26.9865,9521380.0,3/1/14,1/1/14,52266,100.6756095,0.75,6.763461499,0.644004413,15 - 15,Priced Within Range,3,24,37,1,3.84,-74.43,0,2015-03-06,365,success,-86.2305570810183,4.16149270245283
788,TRGP,Targa Resources Corp,105.2,0.4,3.1,414.289,44.7483,22.0,12.27272701,984.46,12/7/10,87612G101,10.0,104.764,237161000.0,12/1/10,10/1/10,50859,100.0833654,0.75,9.571029496,0.171844079,19 - 21,Priced Above Range,2,2,2,1,20.93,-4.85,0,2011-12-07,365,success,-6.52763260469866,12.2212189811414
789,TRNO,Terreno Realty Corp,18.7,39.3,6.1,175.0,15.6245,20.0,-6.75,312.49,2/10/10,88146M101,1.8,117.215,89161900.0,2/1/10,1/1/10,50036,99.50065669,0.75,9.926923507,0.024920738,20 - 20,Priced Within Range,3,3,13,0,12.15,-39.26,0,2011-02-10,365,success,-62.7515265768608,-6.52674261523853
790,TRS,TriMas Corp,11.3,6.6,4.7,139.15,33.4095,11.0,6.818181992,367.5,5/18/07,896215209,3.1,116.099,48720700.0,5/1/07,4/1/07,51705,101.897221,6.25,4.507395483,0.611071867,13-Nov,Priced Within Range,8,48,107,1,5.48,-50.22,0,2008-05-19,367,success,-43.7067802331308,6.15713423129929
791,TRTX,TPG RE Finance Trust Inc,-15.3,57.5,-0.9,233.0,60.1265,20.0,-2.099999905,1202.53,7/20/17,87266M107,1.7,75.3177,58300900.0,7/1/17,7/1/17,55413,99.98293814,1.75,4.400611223,-0.068992264,20 - 21,Priced Within Range,3,3,6,0,8.15,-59.26,0,2018-07-20,365,success,-73.0937210284632,-2.08463397492338
792,TRU,TransUnion,16.9,46.8,12.8,764.489,182.22,22.5,12.88888931,4099.95,6/25/15,89400J107,4.2,104.779,201909000.0,6/1/15,4/1/15,54021,100.1249321,0.75,5.350969219,0.350287,21 - 23,Priced Within Range,0,7,115,1,31.19,38.64,1,2016-06-24,365,success,39.4419800850889,13.1862467148915
793,TRUE,TrueCar Inc,-16.8,-16.5,-34.3,80.4717,72.2046,9.0,11.77777767,649.84,5/16/14,89785L107,0.1,104.102,91728000.0,5/1/14,4/1/14,52840,100.7710708,0.75,6.397136369,0.349260984,14-Dec,Priced Below Range,4,8,9,1,14.9,65.56,1,2015-05-18,367,success,52.6069515862228,11.4030811903289
794,TRUP,Trupanion Inc,39.2,-5.0,-7.0,81.938,27.6278,10.0,14.0,265.59,7/18/14,898202106,0.1,118.151,48304600.0,7/1/14,7/1/14,53340,100.8354317,0.75,6.275748001,-0.039019396,13 - 15,Priced Below Range,3,18,60,1,8.4,-16.0,0,2015-07-20,367,success,-23.3839143341658,12.9735064219085
795,TSLA,Tesla Inc,70.6,10.2,16.9,260.015,95.104,17.0,40.52941132,1616.77,6/29/10,88160R101,3.8,45.2653,1429370000.0,6/1/10,4/1/10,50424,99.64372422,0.75,9.519523123,-0.097626708,14 - 16,Priced Above Range,5,55,177,1,1.89,-88.91,0,2011-06-29,365,success,-100.0,43.6311131798062
796,TSLX,Sixth Street Specialty Lending,6.2,73.8,3.9,128.8,52.9377,16.0,0.0,847.0,3/21/14,83012A109,0.0339756,52.7292,42701800.0,3/1/14,1/1/14,52266,100.6756095,0.75,6.763461499,0.644004413,16 - 17,Priced Within Range,3,24,37,0,5.94,-62.89,0,2015-03-23,367,success,-74.8239732557489,0.293267128416697
797,TSQ,Townsquare Media Inc,12.5,4.0,2.8,98.1563,9.3572,11.0,-6.818181992,102.93,7/24/14,892231101,3.6,75.5633,9796270.0,7/1/14,7/1/14,53340,100.8354317,0.75,6.275748001,-0.039019396,14 - 16,Priced Below Range,4,6,103,0,10.04,-8.72,0,2015-07-24,365,success,-15.066639466661,-6.86699754879732
798,TSRO,TESARO Inc,284.9,-222.1,-92.8,86.8077,27.1007,13.5,1.407407403,365.86,6/28/12,881569107,-7.4,0.4014,221040.0,6/1/12,4/1/12,51702,99.73298716,0.75,8.221798163,-0.146639688,15-Dec,Priced Within Range,0,13,15,1,32.74,142.52,1,2013-06-28,365,success,121.65983161797,1.618387397041
799,TTD,Trade Desk Inc/The,43.1,11.5,-0.2,96.6006,0.0,18.0,67.22222137,0.0,9/21/16,88339J105,0.7,87.8597,391229000.0,9/1/16,7/1/16,54549,99.32291136,1.0,5.067702195,0.240399586,14 - 16,Priced Above Range,4,19,26,1,5.95,-66.92,0,2017-09-21,365,success,-82.8012163180488,66.1305051545913
800,TTGT,TechTarget Inc,77.5,0.3,2.1,115.115,39.0595,13.0,13.76923084,507.77,5/16/07,87874R100,2.8,104.562,30661300.0,5/1/07,4/1/07,51705,101.897221,6.25,4.507395483,0.611071867,14-Dec,Priced Within Range,4,8,159,1,13.0,0.0,0,2008-05-15,365,success,7.33749685626002,12.9065769115189
801,TTMI,TTM Technologies Inc,6.8,2.4,3.0,120.0,35.55,16.0,30.859375,568.8,9/21/00,87305R109,1.6,106.571,108922000.0,9/1/00,7/1/00,46624,100.100302,6.0,3.95818563,0.520833333,13 - 15,Priced Above Range,8,31,255,1,6.45,-59.69,0,2001-09-21,365,success,-29.5474918581021,31.0171545040201
802,TUSK,Mammoth Energy Services Inc,-26.8,-44.3,-2.5,116.25,37.5,15.0,-11.60000038,562.5,10/14/16,56155L108,-0.4,79.1832,37463400.0,10/1/16,10/1/16,54714,99.43029734,1.0,4.98714224,0.124674851,15 - 18,Priced Within Range,2,29,46,0,15.18,1.19,1,2017-10-16,367,success,-18.4046495475311,-11.6201607978154
803,TW,Tradeweb Markets Inc,20.5,21.0,4.4,1242.0,46.0,27.0,32.62963104,1242.0,4/4/19,892672106,2.8,112.784,125278000.0,4/1/19,4/1/19,57418,99.58445085,3.0,3.5977807,0.529500161,24 - 26,Priced Above Range,3,26,76,1,44.4,64.44,1,2020-04-03,365,success,78.6405740172264,32.4211675053618
804,TWLO,Twilio Inc,61.3,-33.4,-10.3,172.5,11.5,15.0,91.93333435,1233.0,6/23/16,90138F102,-0.3,90.6109,158137000.0,6/1/16,4/1/16,54334,99.18337219,1.0,4.950735144,0.328436617,14-Dec,Priced Above Range,1,5,82,1,29.71,98.07,1,2017-06-23,365,success,82.8195869707513,90.5969264929505
805,TWST,Twist Bioscience Corp,46.8,-114.9,-24.4,80.5,27.36,14.0,0.0,383.04,10/31/18,90184D100,-2.3,115.266,64968000.0,10/1/18,10/1/18,56851,100.2681725,2.75,3.822420119,0.176676346,14 - 16,Priced Within Range,0,21,29,0,23.82,70.14,1,2019-10-31,365,success,57.7852008217794,-1.08513318160186
806,TXG,10X Genomics Inc,64.1,-11.8,-16.8,448.5,19.5954,39.0,35.25640869,764.221,9/12/19,88025U109,-0.1,104.684,100074000.0,9/1/19,7/1/19,57845,99.2709694,2.5,3.572134909,0.078344858,36 - 38,Priced Above Range,0,22,32,1,125.0,220.51,1,2020-09-11,365,success,207.57161065528,34.9684934038793
